               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.012557,            0.061445,           0.0049142,              0.9487,             0.93399,             0.95387,             0.85171,            0.013586,            0.057678,            0.004916,            0.004819,            0.004819,            0.004819
                 159,            0.012788,            0.061312,           0.0048176,             0.95648,             0.93295,             0.95536,             0.85147,            0.014168,             0.05709,           0.0046215,            0.004786,            0.004786,            0.004786
                 160,            0.012862,            0.062646,           0.0048651,             0.95396,             0.93402,             0.95372,             0.85132,            0.013578,            0.055958,           0.0047091,            0.004753,            0.004753,            0.004753
                 161,              0.0126,            0.061349,           0.0048636,              0.9494,             0.93397,             0.95444,             0.85102,            0.013685,            0.056877,           0.0046682,             0.00472,             0.00472,             0.00472
                 162,            0.012751,            0.062525,           0.0048085,             0.95127,             0.93532,             0.95637,             0.85633,            0.013369,            0.055392,           0.0046964,            0.004687,            0.004687,            0.004687
                 163,            0.012892,            0.060831,           0.0049808,             0.95288,             0.93463,             0.95541,             0.84811,            0.014222,            0.057266,           0.0047359,            0.004654,            0.004654,            0.004654
                 164,            0.012622,            0.061599,            0.004786,             0.95087,             0.93274,             0.95463,             0.84762,            0.014194,            0.058092,           0.0048605,            0.004621,            0.004621,            0.004621
                 165,              0.0126,            0.060174,           0.0047706,             0.94601,             0.93591,             0.95349,             0.85132,            0.013524,            0.057952,           0.0049245,            0.004588,            0.004588,            0.004588
                 166,            0.012117,            0.059643,           0.0049143,             0.94511,             0.94049,             0.95621,             0.85533,              0.0134,            0.056177,           0.0047349,            0.004555,            0.004555,            0.004555
                 167,            0.012545,            0.061291,           0.0047393,             0.95468,             0.93397,             0.95748,             0.85576,            0.013518,            0.056575,           0.0047179,            0.004522,            0.004522,            0.004522
                 168,            0.012404,            0.059299,           0.0048159,             0.95161,             0.93493,             0.95675,             0.85484,            0.013753,            0.056763,           0.0047248,            0.004489,            0.004489,            0.004489
                 169,              0.0127,            0.060777,            0.004718,             0.95243,             0.93375,              0.9555,             0.85328,            0.013619,            0.057166,           0.0047578,            0.004456,            0.004456,            0.004456
                 170,            0.012556,            0.060686,            0.004824,             0.95729,             0.92838,             0.95511,             0.85366,            0.013616,            0.057438,           0.0047418,            0.004423,            0.004423,            0.004423
                 171,            0.012478,            0.059816,            0.004674,             0.95568,             0.93936,             0.95732,             0.85661,            0.013485,             0.05695,           0.0045905,             0.00439,             0.00439,             0.00439
                 172,             0.01231,            0.059032,           0.0046862,             0.95623,             0.93637,             0.95644,             0.85635,            0.013361,            0.057452,           0.0046767,            0.004357,            0.004357,            0.004357
                 173,            0.012059,             0.05886,           0.0047601,              0.9536,             0.93301,             0.95392,             0.85197,            0.013851,            0.058881,           0.0048214,            0.004324,            0.004324,            0.004324
                 174,            0.012389,            0.060269,           0.0047523,             0.95169,             0.93247,             0.95399,             0.84545,            0.014508,            0.058836,           0.0046397,            0.004291,            0.004291,            0.004291
                 175,            0.012167,            0.059291,           0.0046791,             0.95143,             0.93105,             0.95467,             0.85371,            0.013652,            0.058082,            0.004695,            0.004258,            0.004258,            0.004258
                 176,            0.012381,            0.060253,           0.0046019,             0.94691,             0.93276,             0.95369,             0.85249,            0.013485,            0.058223,            0.004881,            0.004225,            0.004225,            0.004225
                 177,            0.011862,            0.059006,           0.0046095,             0.95214,              0.9333,             0.95588,             0.85314,            0.013454,            0.057959,           0.0047859,            0.004192,            0.004192,            0.004192
                 178,            0.011886,            0.057935,           0.0046408,              0.9553,             0.93214,             0.95636,             0.85568,            0.013371,            0.057331,           0.0046586,            0.004159,            0.004159,            0.004159
                 179,            0.012072,            0.057828,           0.0046697,             0.95405,             0.93445,             0.95714,             0.85392,             0.01373,            0.057449,           0.0046287,            0.004126,            0.004126,            0.004126
                 180,            0.012041,            0.058931,           0.0044982,             0.95755,             0.93479,             0.95676,             0.85088,            0.013967,            0.058144,           0.0045778,            0.004093,            0.004093,            0.004093
                 181,            0.011786,            0.058243,           0.0046811,             0.95107,              0.9397,             0.95731,             0.85574,            0.013184,            0.057468,            0.004634,             0.00406,             0.00406,             0.00406
                 182,            0.012117,             0.05849,           0.0046838,             0.95192,             0.93702,             0.95683,             0.85428,            0.013306,            0.057937,           0.0046774,            0.004027,            0.004027,            0.004027
                 183,            0.011963,            0.059499,           0.0043554,             0.95082,             0.94102,             0.95756,             0.85744,            0.013296,            0.056631,           0.0046247,            0.003994,            0.003994,            0.003994
                 184,            0.012146,            0.058717,           0.0046353,             0.95405,             0.93407,             0.95732,             0.85859,             0.01314,            0.056393,           0.0047044,            0.003961,            0.003961,            0.003961
                 185,            0.011682,            0.058109,           0.0044779,             0.95455,             0.93261,             0.95523,             0.85436,            0.013512,            0.057389,            0.004656,            0.003928,            0.003928,            0.003928
                 186,            0.011856,            0.059104,           0.0046285,             0.95578,             0.93251,             0.95753,             0.85604,            0.013391,            0.056505,           0.0046402,            0.003895,            0.003895,            0.003895
                 187,            0.011798,             0.05818,           0.0044959,             0.95557,             0.93218,             0.95742,             0.85681,            0.013371,            0.057116,           0.0046833,            0.003862,            0.003862,            0.003862
                 188,            0.012061,            0.058926,           0.0045752,             0.95561,             0.93554,             0.95859,             0.85844,            0.013254,            0.056881,           0.0046372,            0.003829,            0.003829,            0.003829
                 189,            0.011452,            0.056836,           0.0045188,             0.95146,             0.93861,              0.9574,             0.85615,            0.013479,            0.057845,           0.0045835,            0.003796,            0.003796,            0.003796
                 190,            0.011827,            0.056944,           0.0044347,             0.95237,             0.93624,             0.95874,             0.85704,            0.013447,            0.057859,           0.0045862,            0.003763,            0.003763,            0.003763
                 191,            0.011825,            0.057702,           0.0044199,              0.9553,              0.9317,             0.95769,             0.85396,            0.013647,            0.057277,           0.0046931,             0.00373,             0.00373,             0.00373
                 192,            0.011941,            0.057197,           0.0046091,             0.95364,             0.93664,             0.95677,             0.85735,             0.01337,            0.057144,           0.0046833,            0.003697,            0.003697,            0.003697
                 193,            0.011243,            0.056258,           0.0044742,              0.9511,               0.938,              0.9574,             0.85721,            0.013339,            0.056944,           0.0046661,            0.003664,            0.003664,            0.003664
                 194,            0.011397,            0.057185,           0.0044282,             0.95166,             0.93569,             0.95789,             0.85673,            0.013331,            0.057292,           0.0046798,            0.003631,            0.003631,            0.003631
                 195,            0.011481,            0.055517,            0.004419,             0.95534,             0.93372,              0.9574,             0.85695,             0.01353,            0.057858,           0.0046277,            0.003598,            0.003598,            0.003598
                 196,            0.011496,            0.057471,           0.0045572,             0.95272,             0.94032,             0.95707,             0.85695,            0.013511,            0.057339,            0.004546,            0.003565,            0.003565,            0.003565
                 197,            0.011225,            0.055638,           0.0044892,             0.95027,             0.93529,             0.95482,              0.8469,            0.014513,            0.059621,           0.0047079,            0.003532,            0.003532,            0.003532
                 198,            0.011349,            0.055636,           0.0043375,             0.95216,             0.93587,             0.95827,              0.8574,            0.013312,            0.057821,           0.0046281,            0.003499,            0.003499,            0.003499
                 199,            0.011501,            0.056923,           0.0044087,             0.95103,             0.93602,             0.95677,             0.85515,            0.013379,            0.057447,           0.0046667,            0.003466,            0.003466,            0.003466
                 200,            0.011312,            0.056828,           0.0043538,              0.9488,             0.93847,             0.95506,             0.85271,            0.013433,            0.058199,           0.0047046,            0.003433,            0.003433,            0.003433
                 201,            0.011428,            0.056898,             0.00426,             0.95153,             0.93888,             0.95607,             0.85426,            0.013451,            0.058178,           0.0047375,              0.0034,              0.0034,              0.0034
                 202,             0.01145,            0.056415,           0.0044603,             0.94928,             0.93473,             0.95509,             0.85411,            0.013365,            0.058476,           0.0046816,            0.003367,            0.003367,            0.003367
                 203,             0.01141,            0.055707,           0.0044008,             0.95501,             0.93228,             0.95562,             0.85517,             0.01342,            0.059297,             0.00468,            0.003334,            0.003334,            0.003334
                 204,            0.011204,            0.055818,           0.0042679,             0.94968,             0.93723,             0.95525,             0.85411,            0.013394,            0.058597,           0.0047887,            0.003301,            0.003301,            0.003301
                 205,            0.010915,             0.05497,           0.0044473,             0.94972,             0.93803,             0.95661,              0.8555,              0.0136,            0.058732,           0.0046742,            0.003268,            0.003268,            0.003268
                 206,            0.011097,            0.055638,           0.0044245,             0.95061,             0.93641,             0.95502,             0.85624,            0.013331,            0.059188,           0.0046407,            0.003235,            0.003235,            0.003235
                 207,            0.010958,            0.055032,           0.0043783,             0.95156,             0.93182,             0.95541,             0.85312,            0.013671,            0.059841,           0.0046548,            0.003202,            0.003202,            0.003202
                 208,            0.011139,            0.055593,           0.0043571,              0.9526,             0.93324,             0.95682,             0.85285,            0.013631,            0.059082,            0.004639,            0.003169,            0.003169,            0.003169
                 209,            0.010971,            0.054899,           0.0043277,             0.94646,             0.94065,             0.95625,             0.85685,            0.013136,            0.058376,           0.0046867,            0.003136,            0.003136,            0.003136
                 210,            0.010739,             0.05479,           0.0042579,             0.95423,             0.93197,             0.95468,             0.85583,            0.013119,            0.059444,           0.0048049,            0.003103,            0.003103,            0.003103
                 211,            0.011054,            0.054077,           0.0042428,             0.95131,             0.93577,             0.95495,             0.85601,            0.013444,             0.05872,           0.0046125,             0.00307,             0.00307,             0.00307
                 212,            0.011081,            0.055026,           0.0042542,             0.95169,             0.93369,             0.95487,             0.85599,            0.013504,            0.059577,           0.0046783,            0.003037,            0.003037,            0.003037
                 213,            0.010649,            0.055441,           0.0042723,              0.9547,             0.93346,              0.9571,             0.85793,            0.013352,            0.058737,           0.0046207,            0.003004,            0.003004,            0.003004
                 214,            0.010875,            0.054699,           0.0042303,             0.94964,             0.93666,             0.95713,             0.85688,            0.013324,             0.05845,           0.0046381,            0.002971,            0.002971,            0.002971
                 215,            0.011032,            0.054676,           0.0043029,             0.95053,             0.93828,             0.95636,             0.85779,            0.013224,            0.058409,           0.0046804,            0.002938,            0.002938,            0.002938
                 216,            0.010936,            0.054003,            0.004267,              0.9535,             0.93626,             0.95551,             0.85705,            0.013236,             0.05845,            0.004694,            0.002905,            0.002905,            0.002905
                 217,            0.010528,            0.053982,           0.0041246,             0.95583,             0.93427,             0.95542,             0.85623,            0.013291,            0.059597,           0.0046458,            0.002872,            0.002872,            0.002872
                 218,            0.010707,            0.053969,           0.0041531,             0.95367,             0.93507,             0.95405,             0.84949,            0.014136,            0.060232,           0.0045645,            0.002839,            0.002839,            0.002839
                 219,            0.010802,            0.053782,           0.0041153,             0.94851,             0.93575,             0.95501,             0.85676,            0.013236,            0.058995,           0.0046842,            0.002806,            0.002806,            0.002806
                 220,            0.010618,            0.053304,           0.0041829,             0.95209,             0.93417,             0.95395,             0.85499,            0.013295,             0.05967,           0.0047075,            0.002773,            0.002773,            0.002773
                 221,            0.010553,            0.054141,           0.0041329,             0.94971,             0.93535,             0.95409,             0.85457,            0.013333,            0.060268,           0.0046482,             0.00274,             0.00274,             0.00274
                 222,            0.010481,            0.053508,           0.0040729,             0.95305,             0.93748,             0.95675,             0.85694,            0.013345,            0.059751,           0.0045819,            0.002707,            0.002707,            0.002707
                 223,            0.010732,            0.053633,           0.0041736,             0.95759,             0.93318,              0.9543,             0.85346,            0.013801,            0.060468,           0.0045936,            0.002674,            0.002674,            0.002674
                 224,            0.010569,             0.05313,           0.0042385,             0.95306,             0.93357,              0.9565,             0.85659,            0.013307,            0.060356,           0.0046684,            0.002641,            0.002641,            0.002641
                 225,             0.01026,            0.053873,           0.0040655,             0.94951,             0.93546,               0.955,             0.85566,            0.013335,            0.060554,           0.0046498,            0.002608,            0.002608,            0.002608
                 226,            0.010292,            0.051752,           0.0041621,             0.95052,             0.93826,             0.95588,             0.85716,            0.013401,            0.060095,           0.0045154,            0.002575,            0.002575,            0.002575
                 227,            0.010369,            0.052637,           0.0039955,             0.95298,             0.93608,             0.95663,             0.85581,            0.013529,            0.060346,           0.0044679,            0.002542,            0.002542,            0.002542
                 228,            0.010427,            0.052977,           0.0041231,             0.95392,             0.93982,             0.95682,             0.85823,            0.013195,            0.059878,           0.0044249,            0.002509,            0.002509,            0.002509
                 229,            0.010106,            0.052472,           0.0040039,             0.95612,             0.93781,             0.95738,             0.85801,            0.013387,            0.059904,           0.0044085,            0.002476,            0.002476,            0.002476
                 230,            0.010206,            0.051136,           0.0040123,             0.95496,             0.93694,             0.95714,             0.85904,            0.013228,            0.059127,            0.004465,            0.002443,            0.002443,            0.002443
                 231,             0.01031,            0.052733,           0.0040587,              0.9571,             0.93546,             0.95693,             0.85822,            0.013189,            0.059572,           0.0045212,             0.00241,             0.00241,             0.00241
                 232,            0.010444,            0.053971,           0.0040478,             0.95464,             0.93527,             0.95713,             0.85904,            0.013175,            0.059598,           0.0045346,            0.002377,            0.002377,            0.002377
                 233,            0.010045,            0.051661,           0.0039884,             0.95251,             0.93924,             0.95794,             0.85715,              0.0135,            0.060052,           0.0044599,            0.002344,            0.002344,            0.002344
                 234,            0.010114,            0.052002,           0.0039651,               0.955,             0.93779,             0.95673,              0.8515,            0.014044,            0.060396,           0.0044666,            0.002311,            0.002311,            0.002311
                 235,            0.010316,            0.052965,           0.0039895,             0.95402,             0.93541,             0.95492,             0.85507,            0.013601,            0.060922,           0.0046017,            0.002278,            0.002278,            0.002278
                 236,            0.010122,            0.051398,           0.0039914,             0.95207,              0.9356,              0.9555,             0.85721,            0.013298,            0.060533,           0.0046174,            0.002245,            0.002245,            0.002245
                 237,            0.010103,            0.052452,            0.004011,             0.95026,             0.93719,             0.95534,             0.85692,            0.013289,            0.060535,            0.004619,            0.002212,            0.002212,            0.002212
                 238,           0.0099263,            0.051882,           0.0039374,             0.95364,             0.93552,             0.95578,             0.85754,            0.013322,            0.060418,           0.0046361,            0.002179,            0.002179,            0.002179
                 239,            0.010101,            0.052018,           0.0038452,             0.95576,             0.93566,             0.95496,              0.8561,            0.013462,            0.060729,           0.0046062,            0.002146,            0.002146,            0.002146
                 240,           0.0098147,            0.050723,           0.0040165,             0.95111,             0.93698,             0.95543,             0.85599,            0.013376,            0.061275,           0.0046049,            0.002113,            0.002113,            0.002113
                 241,           0.0097152,            0.051069,           0.0039297,             0.95475,             0.93577,             0.95475,             0.85771,             0.01326,            0.060984,           0.0046341,             0.00208,             0.00208,             0.00208
                 242,            0.009918,            0.050301,           0.0039342,             0.95548,             0.93923,             0.95429,             0.85759,            0.013261,             0.06063,           0.0045866,            0.002047,            0.002047,            0.002047
                 243,           0.0098746,            0.050395,            0.003803,             0.95287,             0.93984,             0.95534,               0.858,            0.013259,            0.060022,           0.0045805,            0.002014,            0.002014,            0.002014
                 244,            0.009732,            0.050594,           0.0038653,             0.95367,              0.9403,              0.9565,              0.8586,            0.013243,            0.060015,           0.0045382,            0.001981,            0.001981,            0.001981
                 245,           0.0098024,            0.050986,           0.0039015,             0.95524,             0.93744,             0.95603,             0.85792,            0.013478,            0.060772,           0.0044952,            0.001948,            0.001948,            0.001948
                 246,           0.0098155,            0.050954,           0.0038248,             0.95452,             0.93976,             0.95719,             0.85955,            0.013212,            0.060059,           0.0045219,            0.001915,            0.001915,            0.001915
                 247,            0.009728,            0.049811,           0.0038184,              0.9558,             0.93575,             0.95549,             0.85875,            0.013242,            0.060679,           0.0045688,            0.001882,            0.001882,            0.001882
                 248,           0.0096793,             0.05021,           0.0037913,             0.95488,              0.9359,             0.95564,             0.85758,            0.013351,            0.060632,           0.0045292,            0.001849,            0.001849,            0.001849
                 249,            0.009505,            0.049436,           0.0037612,             0.95366,             0.93399,             0.95566,             0.85828,            0.013202,            0.060662,           0.0044931,            0.001816,            0.001816,            0.001816
                 250,           0.0096396,            0.050347,           0.0038166,             0.95781,             0.93346,             0.95542,             0.85472,            0.013623,            0.061518,           0.0044919,            0.001783,            0.001783,            0.001783
                 251,           0.0095656,            0.048918,           0.0038434,             0.95597,             0.93521,             0.95562,             0.85707,             0.01334,            0.061679,           0.0044946,             0.00175,             0.00175,             0.00175
                 252,           0.0096033,            0.050278,            0.003798,             0.95398,             0.93651,             0.95635,              0.8588,            0.013195,            0.061094,           0.0044483,            0.001717,            0.001717,            0.001717
                 253,            0.009322,            0.049779,            0.003845,              0.9575,             0.93397,             0.95628,             0.85923,             0.01323,            0.061171,           0.0044693,            0.001684,            0.001684,            0.001684
                 254,           0.0093942,             0.05023,           0.0039134,             0.95657,             0.93514,              0.9562,             0.85817,            0.013291,            0.061311,           0.0044693,            0.001651,            0.001651,            0.001651
                 255,            0.009496,            0.050267,           0.0038451,             0.95505,             0.93315,             0.95602,             0.85839,            0.013296,            0.061406,            0.004503,            0.001618,            0.001618,            0.001618
                 256,           0.0094333,            0.048425,           0.0038612,             0.95549,             0.93419,             0.95529,             0.85697,            0.013466,            0.061532,           0.0045188,            0.001585,            0.001585,            0.001585
                 257,           0.0091999,            0.049679,           0.0036776,             0.95222,             0.93471,             0.95549,             0.85851,            0.013418,             0.06172,           0.0045322,            0.001552,            0.001552,            0.001552
                 258,           0.0092884,            0.048996,           0.0037356,             0.95268,             0.93535,             0.95608,             0.85927,            0.013299,            0.061746,           0.0045268,            0.001519,            0.001519,            0.001519
                 259,           0.0094235,            0.049947,           0.0038007,             0.95414,             0.93502,             0.95594,             0.85948,            0.013224,            0.061223,           0.0045896,            0.001486,            0.001486,            0.001486
                 260,           0.0092377,            0.049107,           0.0037641,              0.9541,             0.93438,             0.95657,             0.85916,            0.013262,            0.061697,           0.0046136,            0.001453,            0.001453,            0.001453
                 261,           0.0091621,            0.048358,           0.0038218,             0.95558,             0.93216,             0.95521,              0.8584,            0.013287,            0.061769,           0.0045865,             0.00142,             0.00142,             0.00142
                 262,           0.0092563,            0.048411,           0.0038153,             0.95345,             0.93621,             0.95572,             0.85818,            0.013323,            0.062185,           0.0045747,            0.001387,            0.001387,            0.001387
                 263,           0.0091856,            0.048268,           0.0037745,             0.95485,             0.93512,             0.95498,             0.85822,            0.013325,            0.062404,           0.0045865,            0.001354,            0.001354,            0.001354
                 264,           0.0091459,            0.047781,           0.0036718,             0.95676,             0.93303,             0.95574,             0.85859,            0.013294,            0.061972,           0.0045629,            0.001321,            0.001321,            0.001321
                 265,            0.008998,            0.047583,           0.0036886,             0.95411,             0.93405,              0.9567,             0.85831,            0.013341,             0.06178,           0.0045719,            0.001288,            0.001288,            0.001288
                 266,           0.0090359,            0.048056,           0.0036825,             0.95182,             0.93553,             0.95625,             0.85781,            0.013362,            0.062111,           0.0046584,            0.001255,            0.001255,            0.001255
                 267,           0.0090626,            0.047393,           0.0037195,             0.95117,             0.93571,             0.95629,             0.85839,            0.013317,            0.062011,           0.0046584,            0.001222,            0.001222,            0.001222
                 268,           0.0091173,            0.047733,            0.003581,             0.95282,             0.93485,             0.95683,             0.85978,            0.013284,            0.061957,           0.0046054,            0.001189,            0.001189,            0.001189
                 269,           0.0089868,              0.0471,           0.0038067,             0.95431,             0.93736,             0.95645,             0.86032,            0.013335,            0.061893,           0.0045623,            0.001156,            0.001156,            0.001156
                 270,           0.0089017,            0.047395,           0.0036633,             0.95408,             0.93872,             0.95717,             0.85938,            0.013381,            0.061889,           0.0044838,            0.001123,            0.001123,            0.001123
                 271,           0.0089388,            0.046929,           0.0035969,             0.95304,             0.93749,             0.95687,             0.85975,            0.013301,            0.061871,           0.0045091,             0.00109,             0.00109,             0.00109
                 272,           0.0089261,            0.047093,           0.0037302,             0.95411,              0.9363,             0.95643,             0.85956,            0.013284,            0.061839,           0.0044939,            0.001057,            0.001057,            0.001057
                 273,            0.008886,            0.047274,           0.0037086,             0.95488,             0.93441,             0.95569,              0.8594,            0.013281,            0.062339,           0.0045221,            0.001024,            0.001024,            0.001024
                 274,            0.008763,            0.047021,           0.0035784,             0.95695,             0.93341,              0.9556,             0.85788,            0.013354,            0.062471,           0.0045582,            0.000991,            0.000991,            0.000991
                 275,           0.0088521,            0.046902,           0.0035878,             0.95637,             0.93504,             0.95579,             0.85829,            0.013394,            0.062275,           0.0045335,            0.000958,            0.000958,            0.000958
                 276,           0.0086464,            0.045944,           0.0034742,             0.95518,             0.93613,             0.95573,             0.85836,             0.01338,            0.062344,           0.0045466,            0.000925,            0.000925,            0.000925
                 277,            0.008772,            0.046714,           0.0035466,             0.95504,              0.9344,             0.95603,             0.85841,            0.013409,            0.062103,           0.0045378,            0.000892,            0.000892,            0.000892
                 278,           0.0086052,            0.046797,           0.0035601,             0.95198,             0.93785,              0.9558,             0.85848,            0.013407,            0.062508,           0.0045408,            0.000859,            0.000859,            0.000859
                 279,           0.0088381,            0.046169,           0.0036156,             0.95401,             0.93447,             0.95589,             0.85839,            0.013359,            0.062631,            0.004575,            0.000826,            0.000826,            0.000826
                 280,           0.0087764,            0.047331,           0.0035965,             0.94957,             0.93702,              0.9555,             0.85832,            0.013363,             0.06281,           0.0046476,            0.000793,            0.000793,            0.000793
                 281,           0.0086657,            0.046503,           0.0036002,             0.95212,             0.93383,              0.9559,             0.85898,            0.013351,            0.062941,           0.0046194,             0.00076,             0.00076,             0.00076
                 282,           0.0086914,            0.046752,           0.0036551,             0.95214,             0.93427,             0.95515,             0.85858,            0.013293,            0.063027,           0.0046441,            0.000727,            0.000727,            0.000727
                 283,           0.0086818,            0.046318,           0.0035073,             0.95335,             0.93538,              0.9551,             0.85874,            0.013278,            0.062904,           0.0045782,            0.000694,            0.000694,            0.000694
                 284,           0.0086956,              0.0461,           0.0035201,             0.95439,              0.9342,             0.95557,             0.85943,             0.01333,            0.062976,           0.0045637,            0.000661,            0.000661,            0.000661
                 285,           0.0086638,            0.045918,           0.0036759,             0.95316,              0.9356,             0.95599,             0.85958,            0.013316,            0.062991,           0.0045397,            0.000628,            0.000628,            0.000628
                 286,           0.0086204,            0.045725,           0.0035109,             0.95393,              0.9367,             0.95613,             0.86029,             0.01328,             0.06288,           0.0045508,            0.000595,            0.000595,            0.000595
                 287,            0.008544,            0.046111,           0.0035112,             0.95437,              0.9363,             0.95576,             0.86003,            0.013282,            0.062812,           0.0045327,            0.000562,            0.000562,            0.000562
                 288,           0.0085321,            0.046125,           0.0034677,             0.95478,             0.93488,             0.95534,             0.85937,            0.013313,            0.063106,           0.0045572,            0.000529,            0.000529,            0.000529
                 289,           0.0084818,            0.045071,           0.0033416,             0.95568,             0.93634,             0.95534,             0.86006,            0.013279,            0.063122,           0.0045802,            0.000496,            0.000496,            0.000496
                 290,           0.0084415,            0.045524,           0.0034658,             0.95472,             0.93664,             0.95607,              0.8606,            0.013275,            0.063115,           0.0046054,            0.000463,            0.000463,            0.000463
                 291,           0.0085979,            0.044757,           0.0036128,             0.95427,             0.93836,             0.95632,             0.86049,            0.013282,            0.063286,           0.0046336,             0.00043,             0.00043,             0.00043
                 292,           0.0084828,            0.045867,           0.0034179,             0.95506,              0.9374,             0.95597,             0.86011,            0.013269,            0.063305,           0.0046339,            0.000397,            0.000397,            0.000397
                 293,           0.0084497,            0.044566,           0.0035269,             0.95574,             0.93771,             0.95639,             0.86009,            0.013282,            0.063245,           0.0046374,            0.000364,            0.000364,            0.000364
                 294,           0.0084695,            0.044778,           0.0035053,             0.95523,             0.93816,              0.9562,             0.86032,            0.013281,            0.063505,           0.0046361,            0.000331,            0.000331,            0.000331
                 295,           0.0084475,            0.044374,           0.0033937,             0.95607,             0.93614,             0.95557,             0.85956,            0.013294,            0.063685,           0.0046692,            0.000298,            0.000298,            0.000298
                 296,           0.0084639,            0.045638,           0.0035435,             0.95565,             0.93657,             0.95579,             0.85948,            0.013289,            0.063778,            0.004673,            0.000265,            0.000265,            0.000265
                 297,           0.0085035,            0.045119,           0.0036062,             0.95459,             0.93665,             0.95599,             0.86022,            0.013273,            0.063565,           0.0046761,            0.000232,            0.000232,            0.000232
                 298,           0.0085211,            0.044705,           0.0035956,             0.95474,             0.93731,             0.95628,             0.86067,            0.013243,            0.063513,           0.0046722,            0.000199,            0.000199,            0.000199
                 299,           0.0084376,            0.044933,           0.0034377,             0.95487,             0.93635,             0.95627,             0.86063,            0.013258,            0.063533,           0.0046654,            0.000166,            0.000166,            0.000166
